,goals,passes,possession,shots,shots_on_target,xg,opp_goals,opp_passes,opp_shots,opp_shots_on_target,opp_xg,Win,Draw
21,0,488.0,57.0,23.0,5.0,2.01,3,382.0,9.0,5.0,1.11,0,0
22,0,476.0,48.0,4.0,1.0,0.73,1,514.0,13.0,6.0,1.53,0,0
23,1,245.0,26.7,13.0,2.0,1.09,1,690.0,11.0,6.0,1.59,0,1
24,1,387.0,45.1,10.0,2.0,1.26,0,490.0,8.0,1.0,0.66,1,0
25,1,636.0,61.0,19.0,5.0,2.09,0,416.0,7.0,2.0,0.73,1,0
26,2,485.0,54.0,16.0,7.0,1.94,0,406.0,9.0,2.0,0.96,1,0
27,2,518.0,58.6,29.0,9.0,2.61,0,357.0,4.0,0.0,0.6,1,0
28,1,265.0,32.1,7.0,2.0,0.86,2,568.0,14.0,6.0,1.5,0,0
29,2,303.0,37.7,7.0,3.0,0.98,0,496.0,8.0,0.0,0.98,1,0
30,3,786.0,73.1,16.0,6.0,1.79,1,286.0,4.0,1.0,0.67,1,0
31,0,492.0,58.7,16.0,4.0,1.56,3,358.0,7.0,4.0,1.06,0,0
32,2,358.0,40.3,16.0,6.0,1.67,2,520.0,11.0,5.0,1.34,0,1
33,2,370.0,41.5,15.0,5.0,1.69,2,551.0,10.0,5.0,1.22,0,1
34,2,704.0,72.6,24.0,6.0,1.85,0,252.0,8.0,1.0,1.01,1,0
35,0,432.0,50.7,20.0,6.0,1.84,2,423.0,19.0,6.0,1.67,0,0
36,1,464.0,57.6,11.0,1.0,1.06,1,335.0,9.0,6.0,1.33,0,1
37,1,496.0,51.2,12.0,5.0,1.39,2,473.0,10.0,4.0,1.22,0,0
38,2,767.0,78.1,24.0,8.0,2.34,1,217.0,3.0,2.0,0.62,1,0
39,0,444.0,47.7,13.0,3.0,1.3,1,495.0,15.0,6.0,1.75,0,0
40,2,472.0,60.6,20.0,6.0,1.84,1,315.0,7.0,3.0,0.81,1,0
41,0,306.0,35.4,11.0,5.0,1.51,1,581.0,11.0,2.0,1.27,0,0
42,1,354.0,43.9,15.0,7.0,1.86,1,448.0,12.0,5.0,1.45,0,1
43,0,479.0,63.0,22.0,5.0,1.93,0,298.0,6.0,1.0,0.69,0,1
44,2,323.0,39.3,18.0,6.0,1.78,1,505.0,14.0,4.0,1.41,1,0
45,1,305.0,42.3,14.0,4.0,1.34,1,420.0,12.0,6.0,1.49,0,1
46,2,502.0,62.9,12.0,4.0,1.5,0,287.0,10.0,1.0,0.89,1,0
47,0,672.0,66.3,15.0,6.0,1.67,2,347.0,12.0,10.0,1.81,0,0
48,0,372.0,37.2,6.0,1.0,0.9,3,658.0,13.0,4.0,1.17,0,0
49,1,387.0,40.4,15.0,2.0,1.18,2,573.0,15.0,5.0,1.58,0,0
50,2,437.0,53.2,19.0,5.0,1.78,0,385.0,6.0,0.0,0.65,1,0
51,2,547.0,57.4,11.0,4.0,1.41,2,409.0,8.0,5.0,1.34,0,1
52,0,301.0,29.1,7.0,0.0,0.61,1,755.0,10.0,3.0,1.29,0,0
53,2,419.0,41.8,11.0,1.0,0.87,1,564.0,12.0,4.0,1.37,1,0
54,0,270.0,38.9,3.0,0.0,0.32,0,425.0,14.0,2.0,1.05,0,1
55,2,698.0,65.9,10.0,6.0,1.53,1,351.0,9.0,2.0,1.01,1,0
56,1,409.0,55.3,15.0,6.0,1.9,2,334.0,16.0,2.0,1.37,0,0
57,1,552.0,71.7,23.0,6.0,2.24,2,227.0,8.0,3.0,0.89,0,0
58,1,380.0,41.4,11.0,3.0,1.37,0,555.0,11.0,2.0,1.2,1,0
59,0,470.0,50.1,8.0,1.0,0.87,5,480.0,14.0,7.0,1.59,0,0
60,2,280.0,46.0,14.0,7.0,1.85,0,349.0,14.0,2.0,1.17,1,0
61,2,343.0,40.6,12.0,5.0,1.49,0,496.0,9.0,1.0,1.18,1,0
62,2,373.0,42.3,14.0,4.0,1.37,1,519.0,18.0,4.0,1.56,1,0
63,3,281.0,30.7,12.0,6.0,1.41,1,625.0,17.0,2.0,1.39,1,0
64,4,738.0,70.0,22.0,5.0,1.69,0,305.0,7.0,1.0,0.83,1,0
65,1,384.0,43.3,8.0,1.0,0.91,0,495.0,12.0,2.0,1.27,1,0
66,0,498.0,56.0,16.0,4.0,1.7,2,391.0,6.0,3.0,0.97,0,0
67,0,624.0,73.5,15.0,5.0,1.94,1,233.0,8.0,5.0,1.1,0,0
68,3,705.0,67.0,13.0,5.0,1.51,1,335.0,9.0,2.0,0.97,1,0
69,1,623.0,70.3,15.0,3.0,1.46,0,264.0,4.0,0.0,0.43,1,0
70,3,663.0,71.5,17.0,8.0,1.98,2,255.0,10.0,3.0,1.04,1,0
71,2,389.0,37.8,10.0,4.0,1.11,0,633.0,13.0,3.0,1.41,1,0
72,4,360.0,46.7,10.0,5.0,1.16,2,398.0,14.0,8.0,1.85,1,0
73,4,766.0,76.8,18.0,7.0,1.86,1,227.0,6.0,2.0,0.91,1,0
74,0,494.0,58.4,15.0,2.0,1.43,1,363.0,7.0,2.0,0.71,0,0
75,3,736.0,64.7,28.0,9.0,2.4,0,400.0,9.0,3.0,1.08,1,0
76,1,327.0,36.3,4.0,2.0,0.7,2,598.0,12.0,2.0,1.09,0,0
77,1,549.0,60.4,11.0,3.0,1.03,2,356.0,17.0,10.0,1.9,0,0
78,1,387.0,42.9,14.0,5.0,1.41,2,520.0,9.0,6.0,1.36,0,0
79,2,403.0,48.9,10.0,3.0,1.32,2,423.0,12.0,4.0,1.26,0,1
80,1,472.0,62.2,13.0,2.0,1.41,2,294.0,9.0,4.0,0.9,0,0
81,4,605.0,64.1,16.0,5.0,1.61,3,327.0,15.0,5.0,1.36,1,0
82,0,314.0,51.3,12.0,1.0,1.03,0,305.0,12.0,6.0,1.22,0,1
83,3,720.0,62.3,24.0,11.0,2.47,2,429.0,15.0,6.0,1.61,1,0
84,2,423.0,58.0,13.0,7.0,1.69,1,299.0,15.0,4.0,1.33,1,0
85,2,382.0,42.8,6.0,2.0,0.81,0,500.0,11.0,3.0,1.53,1,0
86,3,629.0,59.6,25.0,11.0,2.75,1,435.0,10.0,3.0,1.04,1,0
87,1,494.0,61.0,11.0,5.0,1.39,2,321.0,12.0,5.0,1.31,0,0
88,2,359.0,38.5,10.0,4.0,1.42,0,582.0,9.0,1.0,1.1,1,0
89,2,355.0,35.7,13.0,5.0,1.64,0,647.0,13.0,1.0,1.52,1,0
90,4,734.0,70.6,19.0,9.0,2.49,3,304.0,9.0,3.0,0.9,1,0
91,2,507.0,56.0,20.0,5.0,1.71,1,391.0,7.0,3.0,1.04,1,0
92,3,375.0,53.5,16.0,6.0,1.65,0,325.0,9.0,1.0,0.98,1,0
93,2,302.0,39.4,11.0,4.0,1.24,1,473.0,7.0,2.0,0.93,1,0
94,0,412.0,54.8,9.0,4.0,1.15,0,330.0,12.0,3.0,1.41,0,1
95,4,381.0,45.6,12.0,7.0,1.5,3,447.0,16.0,6.0,1.79,1,0
96,0,456.0,55.1,21.0,4.0,2.1,0,383.0,5.0,0.0,0.63,0,1
97,1,457.0,54.2,15.0,6.0,1.61,1,404.0,10.0,4.0,1.14,0,1
98,2,218.0,26.9,12.0,5.0,1.07,0,615.0,9.0,2.0,1.2,1,0
99,5,737.0,65.0,23.0,7.0,2.14,0,395.0,5.0,2.0,0.76,1,0
100,2,346.0,37.3,17.0,6.0,1.61,0,608.0,8.0,0.0,0.88,1,0
101,1,534.0,64.0,13.0,4.0,1.19,3,306.0,8.0,4.0,1.01,0,0
102,1,744.0,71.6,21.0,4.0,1.86,0,295.0,8.0,2.0,0.78,1,0
103,0,176.0,18.0,0.0,0.0,0.11,1,809.0,23.0,7.0,2.36,0,0
104,1,455.0,52.7,14.0,4.0,1.53,0,413.0,6.0,4.0,0.87,1,0
105,1,422.0,56.3,18.0,4.0,1.86,3,348.0,10.0,4.0,1.19,0,0
106,3,511.0,64.2,16.0,6.0,1.88,2,282.0,9.0,3.0,1.16,1,0
107,1,508.0,60.2,11.0,3.0,1.32,1,334.0,9.0,4.0,1.1,0,1
108,2,538.0,55.8,10.0,4.0,1.17,0,422.0,17.0,2.0,1.05,1,0
109,2,473.0,56.3,13.0,6.0,1.49,0,354.0,12.0,4.0,1.54,1,0
110,0,445.0,49.0,15.0,5.0,1.49,1,457.0,17.0,5.0,1.6,0,0
111,1,378.0,45.7,13.0,3.0,1.15,2,459.0,11.0,6.0,1.47,0,0
112,1,582.0,60.7,15.0,4.0,1.58,0,379.0,10.0,4.0,1.06,1,0
113,3,320.0,43.4,15.0,6.0,1.45,1,417.0,15.0,3.0,1.37,1,0
114,2,410.0,49.3,11.0,3.0,1.34,2,425.0,11.0,5.0,1.51,0,1
115,0,615.0,68.2,23.0,5.0,2.45,0,297.0,5.0,0.0,0.5,0,1
116,0,458.0,57.3,9.0,2.0,1.15,0,346.0,8.0,4.0,1.12,0,1
117,4,313.0,40.5,22.0,5.0,1.85,2,479.0,9.0,4.0,1.15,1,0
118,2,611.0,62.3,21.0,6.0,1.96,2,371.0,7.0,4.0,1.14,0,1
119,0,521.0,47.8,13.0,1.0,1.06,1,585.0,11.0,2.0,1.0,0,0
120,5,679.0,69.1,24.0,10.0,2.33,0,302.0,5.0,0.0,0.48,1,0
121,0,504.0,68.0,27.0,6.0,2.38,1,247.0,8.0,2.0,0.93,0,0
122,0,377.0,44.0,13.0,4.0,1.62,1,506.0,10.0,2.0,0.92,0,0
123,0,420.0,44.8,10.0,1.0,1.06,2,550.0,9.0,3.0,0.95,0,0
124,2,541.0,57.2,14.0,3.0,1.33,0,392.0,10.0,5.0,1.33,1,0
125,3,553.0,60.1,11.0,6.0,1.31,1,357.0,7.0,2.0,0.93,1,0
126,1,209.0,25.7,9.0,3.0,1.17,5,640.0,17.0,9.0,1.88,0,0
127,0,693.0,72.1,17.0,5.0,2.07,1,262.0,8.0,3.0,1.04,0,0
128,1,523.0,62.3,16.0,5.0,1.49,3,329.0,13.0,6.0,1.53,0,0
129,2,733.0,78.3,19.0,5.0,2.25,3,213.0,5.0,3.0,0.77,0,0
130,0,499.0,53.5,9.0,0.0,0.87,0,463.0,4.0,2.0,0.65,0,1
131,0,381.0,51.6,18.0,7.0,1.92,2,380.0,11.0,5.0,1.28,0,0
132,1,255.0,28.6,8.0,4.0,1.08,2,658.0,16.0,7.0,1.71,0,0
133,4,360.0,37.6,12.0,5.0,1.24,0,604.0,19.0,5.0,1.6,1,0
134,0,218.0,21.4,2.0,2.0,0.54,5,799.0,21.0,10.0,2.14,0,0
135,0,481.0,61.9,16.0,4.0,1.57,0,299.0,6.0,3.0,0.94,0,1
136,1,524.0,60.7,15.0,3.0,1.26,1,335.0,11.0,6.0,1.55,0,1
137,3,589.0,62.0,18.0,8.0,1.9,1,357.0,9.0,2.0,0.92,1,0
138,3,750.0,60.6,12.0,4.0,1.41,0,479.0,7.0,1.0,0.61,1,0
139,1,684.0,64.5,15.0,6.0,1.57,1,379.0,11.0,8.0,1.71,0,1
140,1,370.0,44.6,10.0,3.0,1.29,1,468.0,10.0,2.0,1.11,0,1
141,2,214.0,30.5,10.0,4.0,1.28,1,504.0,17.0,6.0,1.75,1,0
142,1,541.0,65.4,27.0,5.0,2.06,4,289.0,7.0,5.0,1.15,0,0
143,2,549.0,54.3,29.0,12.0,2.99,0,480.0,3.0,0.0,0.37,1,0
144,1,431.0,54.6,14.0,3.0,1.44,1,369.0,8.0,3.0,1.11,0,1
145,1,517.0,70.7,16.0,8.0,2.04,0,220.0,7.0,1.0,0.78,1,0
146,3,370.0,37.2,10.0,5.0,1.28,2,600.0,19.0,8.0,2.09,1,0
147,0,509.0,59.8,12.0,5.0,1.63,0,351.0,13.0,2.0,1.23,0,1
148,3,369.0,39.9,18.0,9.0,2.07,1,549.0,13.0,2.0,1.08,1,0
149,0,360.0,36.3,5.0,1.0,0.78,3,637.0,10.0,7.0,1.56,0,0
150,0,359.0,30.7,9.0,1.0,0.97,4,839.0,9.0,6.0,1.42,0,0
151,2,382.0,49.9,17.0,5.0,1.75,2,389.0,11.0,3.0,1.16,0,1
152,3,544.0,61.5,17.0,10.0,2.01,1,341.0,13.0,5.0,1.44,1,0
153,0,396.0,58.0,5.0,1.0,0.76,0,289.0,14.0,4.0,1.47,0,1
154,1,765.0,70.0,22.0,8.0,2.26,0,327.0,6.0,2.0,0.76,1,0
155,1,447.0,51.7,11.0,5.0,1.54,2,425.0,8.0,5.0,1.23,0,0
156,1,260.0,28.9,11.0,2.0,0.96,1,644.0,18.0,6.0,1.84,0,1
157,1,461.0,49.8,9.0,2.0,1.19,1,488.0,9.0,1.0,0.66,0,1
158,0,313.0,36.1,8.0,0.0,0.69,0,543.0,22.0,3.0,1.68,0,1
159,1,623.0,73.0,8.0,2.0,1.06,0,220.0,13.0,8.0,1.67,1,0
160,3,351.0,44.4,22.0,7.0,2.11,3,459.0,9.0,5.0,1.32,0,1
161,0,614.0,63.0,14.0,4.0,1.39,1,351.0,16.0,7.0,1.74,0,0
162,1,495.0,56.5,10.0,1.0,1.0,2,386.0,11.0,4.0,1.23,0,0
163,1,362.0,39.9,7.0,1.0,0.82,0,523.0,25.0,7.0,2.16,1,0
164,0,547.0,52.0,11.0,1.0,1.14,3,495.0,12.0,5.0,1.67,0,0
165,1,552.0,64.2,21.0,7.0,2.5,1,327.0,11.0,3.0,1.16,0,1
166,4,818.0,79.6,19.0,7.0,2.06,1,207.0,2.0,1.0,0.53,1,0
167,0,405.0,50.2,22.0,4.0,1.97,0,414.0,6.0,0.0,0.63,0,1
168,3,467.0,48.1,12.0,6.0,1.66,0,498.0,13.0,7.0,1.6,1,0
169,1,349.0,44.8,11.0,3.0,1.09,0,427.0,13.0,4.0,1.47,1,0
170,1,395.0,43.5,14.0,5.0,1.61,0,529.0,9.0,5.0,1.14,1,0
171,0,448.0,62.2,16.0,7.0,1.62,1,273.0,12.0,3.0,1.18,0,0
172,5,511.0,47.9,15.0,10.0,2.0,1,551.0,8.0,2.0,0.9,1,0
173,1,664.0,60.8,10.0,3.0,1.19,3,413.0,11.0,4.0,1.33,0,0
174,1,566.0,62.7,12.0,5.0,1.46,1,326.0,8.0,2.0,0.97,0,1
175,2,542.0,63.5,9.0,2.0,1.22,0,298.0,14.0,5.0,1.53,1,0
176,1,558.0,47.2,10.0,4.0,1.17,1,616.0,13.0,6.0,1.78,0,1
177,3,388.0,51.2,19.0,6.0,1.68,0,391.0,6.0,0.0,0.64,1,0
178,0,420.0,52.7,9.0,5.0,1.38,2,388.0,10.0,6.0,1.41,0,0
179,2,850.0,80.1,28.0,8.0,2.75,0,210.0,4.0,1.0,0.46,1,0
180,0,376.0,41.5,6.0,1.0,0.73,2,525.0,12.0,5.0,1.36,0,0
181,3,455.0,49.0,8.0,3.0,1.13,1,457.0,9.0,4.0,1.2,1,0
182,2,425.0,48.8,14.0,6.0,1.6,0,444.0,17.0,6.0,1.5,1,0
183,1,412.0,48.7,18.0,7.0,1.62,2,447.0,18.0,8.0,1.95,0,0
184,1,586.0,61.8,12.0,4.0,1.48,1,356.0,13.0,4.0,1.29,0,1
185,0,271.0,40.1,11.0,2.0,1.34,1,403.0,13.0,5.0,1.49,0,0
186,3,491.0,61.5,14.0,3.0,1.67,1,315.0,5.0,3.0,0.74,1,0
187,1,326.0,41.9,10.0,2.0,0.97,0,452.0,16.0,1.0,1.33,1,0
188,4,527.0,62.8,22.0,10.0,2.39,2,312.0,6.0,3.0,0.74,1,0
189,2,458.0,48.6,16.0,7.0,1.73,3,505.0,10.0,8.0,1.52,0,0
190,0,525.0,60.2,14.0,1.0,1.23,1,346.0,8.0,2.0,0.99,0,0
191,2,322.0,37.2,6.0,1.0,0.66,0,534.0,8.0,1.0,0.89,1,0
192,2,423.0,48.5,19.0,5.0,1.53,0,449.0,15.0,5.0,1.58,1,0
193,0,359.0,34.6,5.0,0.0,0.46,2,679.0,24.0,7.0,2.09,0,0
194,2,605.0,58.8,18.0,4.0,1.66,0,423.0,8.0,2.0,0.98,1,0
195,2,431.0,51.5,8.0,5.0,1.23,1,399.0,20.0,8.0,2.13,1,0
196,0,420.0,49.3,3.0,1.0,0.77,2,431.0,17.0,9.0,1.99,0,0
197,1,439.0,53.6,20.0,6.0,1.93,0,404.0,11.0,5.0,1.31,1,0
198,2,276.0,39.3,18.0,8.0,1.93,3,446.0,21.0,7.0,1.89,0,0
199,2,294.0,30.9,14.0,7.0,1.46,3,677.0,11.0,4.0,1.36,0,0
200,3,520.0,56.3,17.0,6.0,1.68,0,384.0,11.0,1.0,0.8,1,0
201,1,376.0,39.2,19.0,6.0,1.89,0,601.0,6.0,2.0,0.79,1,0
202,1,441.0,59.9,10.0,2.0,1.04,3,284.0,10.0,3.0,1.21,0,0
203,1,369.0,44.8,10.0,4.0,1.16,4,467.0,18.0,9.0,2.05,0,0
204,0,436.0,53.8,18.0,5.0,1.83,1,392.0,3.0,1.0,0.67,0,0
205,1,275.0,31.8,6.0,3.0,0.76,1,580.0,18.0,2.0,1.32,0,1
206,0,641.0,67.1,11.0,4.0,1.48,1,314.0,7.0,2.0,0.95,0,0
207,1,461.0,51.3,8.0,2.0,0.99,2,423.0,17.0,8.0,1.92,0,0
208,3,610.0,73.0,18.0,10.0,2.36,2,222.0,13.0,8.0,1.84,1,0
209,1,685.0,75.5,19.0,7.0,2.03,0,222.0,8.0,6.0,1.37,1,0
210,0,374.0,47.2,14.0,2.0,0.89,4,426.0,10.0,7.0,1.59,0,0
211,0,424.0,40.5,8.0,2.0,0.88,4,634.0,10.0,4.0,1.38,0,0
212,1,525.0,61.9,14.0,2.0,1.3,0,323.0,6.0,0.0,0.66,1,0
213,1,307.0,37.4,14.0,4.0,1.16,0,515.0,14.0,1.0,1.39,1,0
214,1,248.0,36.2,13.0,4.0,1.54,0,448.0,12.0,1.0,1.03,1,0
215,2,410.0,38.7,8.0,5.0,1.01,0,640.0,14.0,4.0,1.58,1,0
216,0,410.0,42.2,11.0,3.0,1.29,2,578.0,7.0,2.0,0.96,0,0
217,4,625.0,62.7,20.0,11.0,2.45,1,376.0,10.0,4.0,1.24,1,0
218,3,430.0,48.3,13.0,6.0,1.71,2,474.0,8.0,4.0,1.24,1,0
219,1,519.0,68.2,16.0,6.0,1.81,3,253.0,9.0,5.0,1.14,0,0
220,1,482.0,57.2,25.0,5.0,1.98,1,371.0,6.0,4.0,1.07,0,1
221,0,503.0,51.2,15.0,3.0,1.42,3,483.0,15.0,7.0,1.79,0,0
222,1,482.0,54.6,16.0,7.0,1.92,2,410.0,9.0,4.0,1.09,0,0
223,3,707.0,65.6,20.0,9.0,2.29,0,363.0,12.0,2.0,1.0,1,0
224,1,539.0,66.7,14.0,7.0,1.86,2,267.0,6.0,3.0,1.01,0,0
225,1,327.0,44.0,7.0,2.0,0.96,0,425.0,9.0,4.0,1.29,1,0
226,2,226.0,29.3,16.0,7.0,1.8,0,565.0,9.0,2.0,1.08,1,0
227,1,579.0,62.7,15.0,3.0,1.4,2,358.0,4.0,3.0,0.87,0,0
228,0,462.0,56.5,8.0,1.0,0.9,2,372.0,8.0,5.0,1.3,0,0
229,3,521.0,52.8,18.0,8.0,2.06,1,464.0,6.0,3.0,0.82,1,0
230,3,727.0,71.1,19.0,9.0,2.41,1,298.0,2.0,1.0,0.37,1,0
231,3,361.0,45.5,19.0,7.0,1.86,2,443.0,7.0,3.0,1.1,1,0
232,2,291.0,36.8,12.0,4.0,1.27,1,511.0,16.0,5.0,1.78,1,0
233,6,681.0,55.8,15.0,9.0,1.98,0,535.0,12.0,4.0,1.24,1,0
234,3,499.0,53.1,12.0,5.0,1.21,1,437.0,20.0,9.0,2.32,1,0
235,2,395.0,46.1,14.0,3.0,1.36,0,465.0,14.0,4.0,1.46,1,0
236,1,820.0,75.6,22.0,6.0,1.96,1,277.0,2.0,1.0,0.44,0,1
237,4,647.0,68.6,23.0,5.0,1.88,2,290.0,3.0,2.0,0.75,1,0
238,1,734.0,71.7,10.0,3.0,1.39,1,292.0,13.0,5.0,1.4,0,1
239,0,688.0,68.7,15.0,4.0,1.5,0,309.0,6.0,1.0,0.61,0,1
240,2,725.0,73.0,21.0,7.0,1.95,0,263.0,8.0,3.0,1.01,1,0
241,3,700.0,64.9,17.0,5.0,1.69,1,380.0,6.0,1.0,0.63,1,0
242,0,401.0,42.0,9.0,3.0,1.11,2,555.0,17.0,8.0,1.91,0,0
243,4,673.0,64.8,18.0,8.0,2.12,0,360.0,5.0,2.0,0.75,1,0
244,0,369.0,47.7,18.0,3.0,1.29,0,408.0,16.0,6.0,1.69,0,1
245,1,245.0,23.7,6.0,2.0,0.68,4,796.0,20.0,9.0,2.16,0,0
246,1,341.0,39.7,14.0,5.0,1.57,3,533.0,17.0,6.0,1.63,0,0
247,5,429.0,45.0,17.0,8.0,1.97,3,517.0,16.0,8.0,2.07,1,0
248,0,765.0,68.1,16.0,2.0,1.5,4,358.0,13.0,6.0,1.47,0,0
249,0,470.0,46.9,9.0,3.0,1.16,0,533.0,14.0,4.0,1.5,0,1
250,2,603.0,59.0,13.0,5.0,1.4,0,427.0,7.0,2.0,0.92,1,0
251,0,620.0,73.6,26.0,10.0,2.67,2,223.0,13.0,4.0,1.31,0,0
252,1,447.0,53.7,10.0,3.0,1.15,1,388.0,10.0,3.0,1.04,0,1
253,2,543.0,55.0,11.0,3.0,1.23,2,436.0,16.0,9.0,1.8,0,1
254,1,419.0,48.3,17.0,8.0,1.81,4,460.0,16.0,9.0,2.01,0,0
255,2,396.0,50.9,15.0,3.0,1.41,0,378.0,16.0,7.0,1.98,1,0
256,0,567.0,61.2,21.0,11.0,2.43,1,363.0,13.0,8.0,1.64,0,0
257,1,274.0,27.6,7.0,3.0,0.85,3,721.0,20.0,6.0,2.05,0,0
258,2,646.0,61.8,15.0,7.0,1.87,0,401.0,6.0,3.0,0.96,1,0
259,1,455.0,41.7,6.0,2.0,0.88,2,654.0,10.0,3.0,1.16,0,0
260,3,562.0,64.5,36.0,11.0,2.99,1,321.0,6.0,2.0,0.8,1,0
261,3,317.0,33.8,12.0,7.0,1.35,2,629.0,13.0,4.0,1.34,1,0
262,1,458.0,55.9,16.0,4.0,1.51,3,380.0,9.0,4.0,1.14,0,0
263,1,567.0,58.9,30.0,7.0,2.4,0,395.0,7.0,2.0,0.96,1,0
264,2,314.0,32.7,15.0,8.0,1.73,0,666.0,17.0,5.0,1.65,1,0
265,1,365.0,37.2,7.0,2.0,0.7,2,595.0,16.0,6.0,2.01,0,0
266,3,283.0,33.4,6.0,3.0,0.97,2,572.0,9.0,3.0,1.06,1,0
267,1,461.0,58.4,8.0,3.0,1.09,3,345.0,9.0,6.0,1.25,0,0
268,6,760.0,76.9,32.0,14.0,3.23,1,224.0,5.0,1.0,0.59,1,0
269,4,477.0,59.3,22.0,7.0,2.15,2,331.0,11.0,6.0,1.4,1,0
270,2,725.0,66.0,16.0,9.0,1.77,0,360.0,9.0,4.0,1.23,1,0
271,1,521.0,57.6,16.0,3.0,1.7,0,388.0,9.0,3.0,1.07,1,0
272,0,437.0,46.6,9.0,2.0,1.13,2,513.0,21.0,9.0,2.06,0,0
273,2,234.0,27.7,14.0,3.0,1.49,3,635.0,17.0,11.0,2.35,0,0
274,2,289.0,34.4,7.0,3.0,1.13,1,532.0,11.0,2.0,1.45,1,0
275,1,245.0,26.8,12.0,4.0,1.17,2,682.0,14.0,5.0,1.79,0,0
276,0,345.0,32.4,5.0,2.0,0.85,3,734.0,12.0,4.0,1.36,0,0
277,2,656.0,72.6,12.0,5.0,1.83,3,249.0,16.0,7.0,1.67,0,0
278,0,193.0,23.9,7.0,2.0,0.71,2,619.0,17.0,6.0,1.89,0,0
279,4,383.0,48.3,15.0,8.0,1.7,0,417.0,7.0,1.0,0.95,1,0
280,2,510.0,59.8,20.0,4.0,1.8,0,350.0,7.0,3.0,1.12,1,0
281,2,412.0,41.5,10.0,3.0,1.24,6,605.0,17.0,8.0,1.83,0,0
282,2,555.0,62.5,9.0,5.0,1.3,0,315.0,10.0,6.0,1.46,1,0
283,0,297.0,28.2,6.0,1.0,0.73,0,758.0,17.0,6.0,1.9,0,1
284,2,582.0,62.1,12.0,4.0,1.4,0,346.0,10.0,4.0,1.28,1,0
285,0,317.0,35.4,6.0,3.0,0.76,0,565.0,7.0,1.0,1.07,0,1
286,1,394.0,41.3,11.0,5.0,1.18,2,574.0,20.0,4.0,1.88,0,0
287,0,443.0,44.8,12.0,3.0,1.22,2,547.0,14.0,6.0,1.52,0,0
288,4,572.0,63.8,25.0,12.0,2.65,2,301.0,12.0,2.0,1.06,1,0
289,1,200.0,18.9,6.0,2.0,0.68,2,913.0,15.0,3.0,1.69,0,0
290,2,331.0,43.7,13.0,5.0,1.5,1,436.0,9.0,3.0,1.21,1,0
291,0,263.0,30.1,2.0,0.0,0.39,1,608.0,25.0,7.0,1.87,0,0
292,3,610.0,67.2,24.0,12.0,2.68,0,293.0,6.0,1.0,0.74,1,0
293,1,467.0,51.7,7.0,5.0,1.34,1,422.0,16.0,3.0,1.43,0,1
294,0,325.0,30.2,7.0,1.0,0.81,4,796.0,24.0,8.0,2.06,0,0
295,2,399.0,42.2,16.0,3.0,1.62,2,555.0,7.0,2.0,0.9,0,1
296,2,486.0,53.7,14.0,10.0,1.94,1,413.0,14.0,6.0,1.67,1,0
297,0,418.0,44.8,17.0,6.0,1.9,1,532.0,10.0,6.0,1.42,0,0
298,3,613.0,58.8,19.0,12.0,2.42,1,432.0,4.0,2.0,0.55,1,0
299,0,343.0,42.2,7.0,3.0,1.14,0,474.0,10.0,3.0,1.09,0,1
300,1,384.0,36.0,12.0,5.0,1.43,2,694.0,20.0,7.0,1.79,0,0
